dontpluzmorirvoudroie·lividamesde	dont pluz morir voudroie · li vidames de
chartresombienquaiedemoure	chartres ombien qu aie demoure
horsdemadouce	hors de ma douce
contre·etmaintgranttrauaillendure·	contre · et maint grant trauaill endure ·
enterremaleuree·	en terre maleuree ·
pourcenaiiepasoublie·le	pour ce n ai ie pas oublie · le
douzmalquitantmagree	douz mal qui tant m agree
queianenquierauoirsante	 que ia n en quier auoir sante 
aimeainsdexnefistceluinestuitsouuent	aime ains dex ne fist celui n estuit souuent
desesmaxioiefaire	de ses max ioie faire
euredamequeuostrefui	eure dame que uostre fui
tãtamoiplairedontmaugresoi	tãt a moi plaire dont maugre soi
deceque	de ce que
ielencrui·Sisuipensis	ie l en crui · Si sui pensis
q̃quenesaiq̃iequier	q̃ que ne sai q̃ ie quier
forsquemercidamesiuosagreequebiensauez	fors que merci dame si uos agree que bien sauez
ianierten	ia n iert en
·mesparpitiese	· mes par pitie se
doitonessaucierneiaorguiausnesi	doit on essaucier ne ia orguiaus ne si
doitherbegier	doit herbegier
diliquetot	di li que tot
cenamestierquesele	ce n a mestier que s ele
auoitcentfoizmamortiureesim	auoit cent foiz ma mort iuree si m
estuetilremeindreensondangier·Ormal	estuet il remeindre en son dangier · Or mal
froidematineenepornuleautreriens	froide matinee ne por nule autre riens
neenepartiraima	nee ne partirai ma
penseedmorsqueiai	pensee d mors que i ai
quetroplai	que trop l ai
ameedecuerBele	amee de cuer Bele
⁊blonde⁊coloreemoiplestquanque	⁊ blonde ⁊ coloree moi plest quanque
uosuerai·valara·agree	uos uerai · valara · agree
⁊dexcarmefustdounee	⁊ dex car me fust dounee
lamorsqueuosairouueeqͣntuosprierais	l amors que uos ai rouuee qͣnt uos prierai s
elemestuaeeienmorra·valara	ele m est uaee i en morra · valara
vrẽbaillieaimismõcors⁊mauie·	vrẽ baillie ai mis mõ cors ⁊ ma uie ·
ociezmie	ociez mie
laoufinscuers	la ou fins cuers
sumeliedoitontrouermerci⁊aiepor	s umelie doit on trouer merci ⁊ aie por
conforter·valaraDamefaites	conforter · valara Dame faites
queenmauieiceste	que en ma uie iceste
paroledie·ma	parole die · ma
beletresdouceamie	bele tres douce amie
uososnõmer	uos os nõmer
conq̃snoienuiedautruiamer·valara	conq̃s noi enuie d autrui amer · valara
·Onqq̃siornemesoiplaindretantseroitma	· Onqq̃s ior ne me soi plaindre tant seroit ma
dolorgraindreseienediquetozuueil	dolor graindre se ie ne di que toz uueil
remaindreensamaĩ	remaindre en sa maĩ
·valara·Tropseroitfortaestaindrechancõs	· valara · Trop seroit fort a estaindre chancõs
dili·lamorsestafraindredont	di li · l amors est a fraindre dont
pensalivalara·Ameeinsiestquim	pens a li valara · Ame einsi est qui m
departirdeladouceꝯtree	departir de la douce ꝯtree
quantieuoslaisdroizestqueie	quant ie uos lais droiz est que ie
fulaterre	fu la terre
doutremerquitantamanzauraifait	d outremer qui tant amanz aurai fait
reconforteeneneporentlaioie	reconfortee ne ne porent la ioie
Iasanzamorsneporroiedurertantpari	Ia sanz amors ne porroie durer tant par i
truisfermeremembrer·mentmapensee	truis ferme remembrer · ment ma pensee
laouiluelt	la ou il uelt
nenuoiꝯmentpuissedurerdeioie	n en uoi ꝯment puisse durer de ioie
auoirdelaplusdesirreeconq̃snus	auoir de la plus desirree conq̃s nus
homosastmerci	hom osast merci
crierIeneuoipasquantdeli	crier Ie ne uoi pas quant de li
suipartizquepuisseauoirbñnesolasneioie	sui partiz que puisse auoir bñ ne solas ne ioie
·caronques	· car onques
siaenuiscomuoslaissierseie	si a enuis com uos laissier se ie
iamesuosuoie·tropparensui	iames uos uoie · trop par en sui
dolens⁊esbahizparmaintefoizmen	dolens ⁊ esbahiz par mainte foiz m en
siredexuersuosmesuiganchiztotlaizpor	sire dex uers uos me sui ganchiz tot laiz por
uoscequeietantamoieliguerredõsendoit	uos ce que ie tant amoie li guerredõs en doit
estreflorisqͣnt	estre floris qͣnt
poruosper	por uos per
⁊mõcuer⁊maioie	⁊ mõ cuer ⁊ ma ioie
suitozprez̃garnisa	sui toz prez ̃ garnis a
uosmerenbiau	uos me ren biau
pereJh̃ucrissibonseignorauoirie	pere Jh̃ucris si bon seignor auoir ie
neporroiecilquiuossertnepuetestretraiz	ne porroie cil qui uos sert ne puet estre traiz
·Biendoitmescuers	· Bien doit mes cuers
estreliez	estre liez
⁊dolenz·dolensdecequeiepart	⁊ dolenz · dolens de ce que ie part
demadame·⁊liezdece	de ma dame ·⁊ liez de ce
desirransdeseruirdieu	desirrans de seruir dieu
cuiestmes	cui est mes
cors⁊mame·	cors ⁊ m ame ·
icesteamorsesttropfine⁊puissanzparla	iceste amors est trop fine ⁊ puissanz par la
couientuenirlesplussachanz·cestlirubinzl	couient uenir les plus sachanz · cest li rubinz l
esmeraudeladame	esmeraude la dame
quitostgaristdesuixpechiezpuãs	qui tost garist des uix pechiez puãs
Damedesciex	Dame des ciex
grantreinepuissantaugͣntbesoingmesoiezsecoranz	grant reine puissant au gͣnt besoing me soiez secoranz
puisseauoirdroiteflãmeqͣntdamepardamememe	puisse auoir droite flãme qͣnt dame par dame me me
soitardanz·Enouuiau	soit ardanz · E nouuiau
mestuetchanterou	m estuet chanter ou
tensqueplussuimarris	tens que plus sui marris
qͣntnepuismercitrouer	qͣnt ne puis merci trouer
biendoichant͛>aenuiz	bien doi chant͛ > aenuiz
·neienosa	· ne ie n os a
fazmessagequetantestcortoise⁊Sepoisse	faz message que tant est cortoise ⁊ Se pois se
biaute⁊ses	biaute ⁊ ses
⁊sontresdouzesgarderbienpoisseestre	⁊ son tres douz esgarder bien poisse estre
garismesnenpuismõ	garis mes n en puis mõ
cuerostertantipensdefin	cuer oster tant i pens de fin
gͣntfolaigemesmoi	gͣnt folaige mes moi
couientendurerChascunsdit	couient en durer Chascuns dit
quimuertd	qui muert d
amorsmesienenquieriamorirmielzaim	amors mes ie n en quier ia morir mielz aim
sosfrirmadoloruuire⁊atendre⁊languirquele	sosfrir ma dolor uuire ⁊ atendre ⁊ languir qu ele
mepuetbienmerirmesmax	me puet bien merir mes max
adroitquibeeq̃lenporroitauenir·	a droit qui bee q̃ l en porroit auenir ·
Damequiagrantpaorsouuentlestuet	Dame qui a grant paor souuent l estuet
esbahir⁊penseratelfolordontiene	esbahir ⁊ penser a tel folor dont ie ne
mepuistenirs	me puis tenir s
ilestauostreplaisirsiertbñma	il est a uostre plaisir siert bñ ma
deladesirreemefaitmoncuerresbaudir·	de la desirree me fait mon cuer resbaudir ·
Nusnepuetgrantioieauoirsiln	Nus ne puet grant ioie auoir s il n
apaineertiafinsamisporcefait	apaine ert ia fins amis por ce fait
amorsdoloirq̃leueltguerredon	amors doloir q̃le uelt guerredon
rendrecaux	rendre c aux
quibien	qui bien
seuentatendre⁊seruirasonuoloir·Damedex	seuent atendre ⁊ seruir a son uoloir · Dame dex
totmonpooirmotro	tot mon pooir motro
auossanzꝯtendrequesanzuos	auos sanz ꝯtendre que sanz uos
nemepuetrendrenusbien	ne me puet rendre nus bien
nenequierauoir	ne ne quier a uoir
·Jdouzpensers⁊lidouzsouuenirsmi	· J douz pensers ⁊ li douz souuenirs mi
nemilaitdurerqui	ne mi lait durer qui
faitlessiensenioiemaintenir	fait les siens en ioie maintenir
cestamorsde	cest amors de
trophautepoissance	trop haute poissance
quienesmaifaithomeresioirnepor	qui en esmai fait home resioir ne por
doloirSens	doloir Sens
⁊honornepuetnusnusmaĩnoulaistde	⁊ honor ne puet nus nus maĩ nou laist de
luipartir	lui partir
·tenirsilnaensoisenti	· tenir s il n a en soi senti
lesmaxdamerna	les max d amer n a
porrienmonternonq̃sensoinouuit	por rien monter nonq̃s en soi nou uit
nusauenir·parceuospridamors	nus auenir · par ce uos pri d amors
droitesemblancequenne	droite semblance qu en ne
iademoinouuerroiz	ia de moi nou uerroiz
auenirquetoz	auenir que toz
parfaisuueilenamorsmorir·Damese	parfais u ueil en amors morir · Dame se
ieuososasse	ie uos osasse
prierml̃tmeseroitiecuitbienauenu	prier ml̃t me seroit ie cuit bien auenu
·mesiln	· mes il n
apasenmoi	a pas en moi
tantdeuertu	tant de uertu
auisericemefont⁊mocist⁊mesmaie	auiser ice me font ⁊ m ocist ⁊ m esmaie
uostrebiautefaita	uostre biaute fait a
seulnemepuisaidierdouresgarderdontie	seul ne me puis aidier dou resgarder dont ie
aidesirrerQͣntmecouuientdamede	ai desirrer Qͣnt me couuient dame de
uosloignieronquescertesplusdolenshomnefu	uos loignier onques certes plus dolens hom ne fu
·⁊dexferoit	·⁊ dex feroit
cecroipormoi	ce croi por moi
uertuseieimes	uertu se ie imes
uospooie	uos pooie
aprochierquetozlesbiens⁊tozlesmax	aprochier que toz les biens ⁊ toz les max
queiaie	que i aie
aiiede·uosdouce	ai ie de · uos douce
nemepuisseaidiernou	ne me puisse aidier nou
biautesdõtnus	biautes dõt nus
homnapooir	hom n a pooir
ditplaisantliamoreusregartmifont	dit plaisant li amoreus regart mi font
cuersacebee	cuers a ce bee
·⁊lapaorsrestdedensmoientree	·⁊ la paors rest dedens moi entree
ensimestuetmorirparestouuoir	ensi m estuet morir par estouuoir
engͣntesmaienioie⁊enuoloir	en gͣnt esmai en ioie ⁊ en uoloir
·Damedequiestmagͣntdesirreesaluzuos	· Dame de qui est ma gͣnt desirree saluz uos
aceluiouie	a celui ou ie
pensmain⁊soirnautrepensersneme	pens main ⁊ soir n autre pensers ne me
fetioieauoir·Etozmauzn	fet ioie auoir · E toz mauz n
estnusplaisans	est nus plaisans
forsseulementcildamer·mescil	fors seulement cil d amer · mes cil
estdouz⁊poignanz⁊deliteuzapenser	est douz ⁊ poignanz ⁊ deliteuz a penser
⁊tantset	⁊ tant set
biauconforter⁊degransbiẽsiatantque	biau conforter ⁊ de grans biẽs ia tant que
nusnesendoitoster·	nus ne s en doit oster ·
nepuisestredolensqͣntoideli	ne puis estre dolens qͣnt oi de li
parlertantmeplestaramembrerque	parler tant me plest a ramembrer que
detozmax	de toz max
mestgaranssabiautearecorder	m est garans sa biaute a recorder
·Amorsqͣntuosm	· Amors qͣnt uos m
auesmislieenvrẽprisonmielzameroieestreocis	aues mis lie en vrẽ prison mielz ameroie estre ocis
queieusseraencontiexmaxestbien	que i eusse raencon tiex max est bien
sanzraisonquime	sanz raison qui me
plaistqͣntmefaitpisneian	plaist qͣnt me fait pis ne ia n
enquier	en quier
raenconQͣnqueiluosestauisdamemesemblereson	raencon Qͣnque il uos est auis dame me semble reson
simauostreamors	si m a uostre amors
sospris⁊vrẽplaisanzfacon⁊biauteza	sospris ⁊ vrẽ plaisanz facon ⁊ biautez a
telfoisonquiresplentenuostreuis⁊desles	tel foison qui resplent en uostre uis ⁊ des les
piezjusquenson·	piez jusqu en son ·
Sedeuospoisseauoirdame	Se de uos poisse auoir dame
unpoiplusbel	un poi plus bel
senblant·ienesauroieuoloir	senblant · ie ne sauroie uoloir
·querredieum͛ci	· querre dieu m͛ci
auroietantquetuitautre	auroie tant que tuit autre
·Dameoutozmosbiens	· Dame ou toz mos biens
atentsachiezqͣntuospuisueoirnusnasi	atent sachiez qͣnt uos puis ueoir nus n a si
ioieustorment·Hanter	ioieus torment · Hanter
mestuetquenemenpuis	m estuet que ne m en puis
pesance·mestoutades	pesance · mes tout ades
resioirquenfereduelnusdoumõtne	resioir qu en fere duel nus dou mõt ne
sauance·65ienechantpas	sauance · 65 ie ne chant pas
soitamesmescomdestroizpensis⁊esgarez	soit ames mes com destroiz pensis ⁊ esgarez
q̃ienaimaisdebiennuleesꝑanceains	q̃ ie n ai mais de bien nule esꝑance ains
suiIeuosdibienuneriẽstoziors	sui Ie uos di bien une riẽs toz iors
aparoles	a paroles
menez·sans	menez · sans
mentirquenamor	mentir qu en amor
aeur⁊grant	a eur ⁊ grant
partirmielzmnuenistqu	partir mielz m n uenist qu
estresiresdefrance·	estre sires de france ·
oraueditcomfoxdesesperezmiex	or aue dit com fox desesperez miex
aimmorirrecordãssesbiautez⁊son	aim morir recordãs ses biautez ⁊ son
gͣntsen⁊sa	gͣnt sen ⁊ sa
douceacoĩtancequestresiresdetotlemontclamez	douce acoĩtance qu estre sires de tot le mont clamez
Ilnaurabieniesaia	Il n aura bien ie sai a
scientquamorsmehet⁊madamem	scient qu amors me het ⁊ ma dame m
oublie·sestilraisonsquia	oublie · s est il raisons qui a
amerententquilnedoutmortnepeinene	amer entent qu il ne dout mort ne peine ne
foliepuisquemesuia	folie puis que me sui a
madamedounez	madame dounez
amorsleuelt⁊qͣnt	amors le uelt ⁊ qͣnt
morraiouierauramamieoumauie	morrai ou ie raura m amie ou ma uie
niertmie	n iert mie
masantez·Lifenix	ma santez · Li fenix
quiertlabusche⁊lesarmẽt	quiert la busche ⁊ le sarmẽt
enqueilsart⁊gietefors	en que il sart ⁊ giete fors
deuie·aussiquisie	de uie · aussi quis ie
mamort⁊mon	ma mort ⁊ mon
ielauisepitiezne	ie la ui se pitiez ne
maide·dex	m aide · dex
morirdenuie⁊lidesirs⁊lagͣns	morir d enuie ⁊ li desirs ⁊ la gͣns
uolentez·Damemerciquitozles	uolentez · Dame merci qui toz les
bienssaueztoutesualors⁊toutezgͣnsbontez	biens sauez toutes ualors ⁊ toutez gͣns bon tez
sontplusenuosq̃nq̃damequi	sont plus en uos q̃n q̃ dame qui
ferelepoez·Chãconphelipe	fere le poez · Chã con phelipe
amonamicorezpuisq̃ils	a mon ami corez puis q̃ il s
estdedenzlacort	est dedenz la cort
boutezbienẽ	boutez bien ẽ
samorsenhainetornee·apeine	samors en haine tornee · apeine
dameamez·Jrossignoxchantetantq̃mors	dame amez · J rossignox chante tant q̃ mors
chietdelaubreius·	chiet de l aubre ius ·
sibelemortneuit	si bele mort ne uit
nustantdoucenesiplaisant·autresimuir	nus tant douce ne si plaisant · autresi muir
enchantantaplaĩzcrizne	en chantant a plaĩz criz ne
ienepuisdemadameestreoizne	ie ne puis de madame estre oiz ne
ledemoi	le de moi
pitiezauoirnedaigne·Chascunsditquila	pitiez auoir ne daigne · Chascuns dit qu il a
amietantconquessifortnamanus·	amie tant c onques si fort nama nus ·
ententlitruant·mes	entent li truant · mes
damedoitconoistrealorfaus	dame doit conoistre a lor faus
fauscuerspartiznilnestpasdroizque	faus cuers partiz n il n est pas droiz que
pitiezleuen	pitiez leu en
praigne·Onq̃sfiertenotsi	praigne · Onq̃s fierte n ot si
grantuersponpeeiulius	grant uers ponpee iulius
moiquimuirdesirranzdeuantli	moi qui muir desirranz deuant li
esttoziorzmes	est toz iorz mes
licrienulmercizbesant	li crie nul merciz besant
Lentrairaidieuagarant⁊	Len trairai dieu agarant ⁊
tozlessainz	toz les sainz
amendementneiadeuosnesoiemaiz	amendement ne ia de uos ne soie maiz
oizeinzme	oiz einz me
tolezuosdebonairesdiz	tolez uos debonaires diz
⁊mechaciezcombeste	⁊ me chaciez com beste
demontaigne·	de montaigne ·
Ienecuitpasqueserpensnautre	Ie ne cuit pas que serpens n autre
bestepoignent	beste poignent
pl᷒⁹quefontamorsaudesus	pl᷒ ⁹ que font amors au desus
tropparsont	trop par sont
sicoppesant	si cop pesant
plustraitsouuentq̃tursnearabiznonq̃s	plus trait souuent q̃ turs ne arabiz nonq̃s
encorsalemonnedauidnesitindrent	encor salemon ne dauid ne si tindrent
necunsfox	ne cuns fox
dalemaigne·Nestmerueilleseiesui	d alemaigne · Nest merueille se ie sui
veilaesterfistdeupurhõmes͛vir	vei la ester fist deu pur hõme s͛vir
ehonorerveirdit.G	e honorer veir dit . G
.conequierjoceleren	. co ne quier jo celer en
nulet͛requeseitdecalamer	nule t͛re que seit deca la mer
nepurreitlensibelesrecoverersi	ne purreit l en si beles recoverer si
oreveolt.k.parmõꝯseiloverer	ore veolt . k . par mõ ꝯseil overer
illesfratuteshautemẽtmarierLiapostoilene	il les fra tutes hautemẽt marier Li apostoile ne
veutmestargiersesarchevesquesestre	veut mes targier ses archevesques estre
lautͤclergierfuntlurafaireelurmestierpͤmierement	l autͤ clergier funt lur afaire e lur mestier pͤmierement
lesfirẽtpͥnseígníerapͤslurfirẽtlurmantels	les firẽt pͥnseígníer apͤs lur firẽt lur mantels
deslaciersenglesaschemise	deslacier sengles as chemise
sanzautͤreconserLes	sanz autͤ reconser Les
funtlejurenzescuvesplungieriluec	funt le jur enz es cuves plungier iluec
suennunchangierClareiceot	suen nun changier Clareice ot
nunmesmultfait	nun mes mult fait
ap͛isier	a p͛isier
apͤslesfirentevestirechaucierhuí	apͤs les firent e vestir e chaucier huí
.k.repairierkienkalabre	. k . repairier ki en kalabre
meisentierauneiglise	meis entier a une iglise
fistmettͤeapareillierelehauthõme	fist mettͤ e apareillier e le haut hõme
icelsfistilenterreral	icels fist il enterrer al
mustiertrentecanoinesifist	mustier trente canoines i fist
ostenfaitcͥerunjurki	ost en fait cͥer un jur ki
neseautneligrantnelimenur	ne s e aut ne li grant ne li menur
nereineconte	ne rei ne conte
chevaliernevavasurNericheducnepͥnce	chevalier ne vavasur Ne riche duc ne pͥnce
necunturalurꝯseilvoutleissierson	ne cuntur a lur ꝯseil vout leissier son
honorLemꝑeurne	honor L emꝑeur ne
ꝑlevielotuelFistlapostoileeleduc	ꝑ le viel otuel Fist l apostoile e le duc
manderQͤchescunsdelsviengea	mander Qͤ chescuns d els vienge a
luiꝑlerunclapostoileniose	lui ꝑler unc l apostoile n i ose
aresterLesordenez	arester Les ordenez
fistalostreturnerefistasmorsles	fist al ost returner e fist as mors les
almescomanderevetl	almes comander e vet l
iglisededieresacrereilmeïmes	iglise dedier e sacrer e il meïmes
vetlamessechantergrantfula	vet la messe chanter grant fu la
offerendep᷑leliuenorer	offerende p᷑ le liu enorer
neliestutp᷑viicmars	ne li estut p᷑ vii c mars
donerLeduc	doner Le duc
.G.fist	. G . fist
sueneireapͤsterQͤmulzquemulesxxxvii	suen eire apͤster Qͤ mulz que mules xxx vii
assemblerLesnovelesxͥenesfaitaturneresi	assembler Les noveles xͥenes fait aturner e si
lesfuntvestireaffublerune	les funt vestir e affubler une
fẽmeenorerQͤlunpustconoistͤnetͧverQͤ	fẽme enorer Qͤ l un pust conoistͤ ne tͧver Qͤ
lareine	la reine
nefacepͤsenter	ne face pͤsenter
fũtlareinemũterpoipotlũdesi	fũt la reine mũter poi pot l ũ de si
unkesliducsnesevout	unkes li ducs ne se vout
ꝯseillierpͥstlaalfreinsiꝯẽca	ꝯseillier pͥst la al frein si ꝯẽca
aꝑlersa	a ꝑler sa
litunconseilmatmeíntmestíreu	li tun conseil m at meínt mestír eu
ascolpsdoneralbrantdacír	as colps doner al brant d acír
muluteaidevantmeitutdísbñconeu	mulu te ai devant mei tut dís bñ coneu
trestutrecuverentent᷑letunescuainz	trestut recuverent ent᷑ le tun escu ainz
keletuntresoriseit	ke le tun tresor i seit
venuvosertlímiensparmatinetrendumen	venu vos ert lí miens par matinet rendu men
escintrequanttulaversveu	escintre quant tu l avers veu
dunermarserrasesꝑerdu	duner mar serras esꝑerdu
tantendonezquetuzaeizvencuque	tant en donez que tuz aeiz vencu que
tutsenaugentde	tut s en augent de
j́oíerevestuzquant	j́oíe revestuz quant
liduc.N.	li duc . N .
otparlersunseinuriduncotgre	ot parler sun seinur idunc ot gre
joieunchesnenot	joie unches n en ot
grenurbarun	grenur barun
fetilneltenezafolur	fet il nel tenez a folur
kiaprezdeuasurtuzlavalur	ki aprez deu a sur tuz la valur
joensuiostagealgrantealmenurtel	jo en sui ostage al grant e al menur tel
íuntsafízapoverevavasurki	í unt sa fíz a povere vavasur ki
alpartirseratduc	al partir serat duc
uconteura	u conteur a
unsarcevesquescõmẽceapallergentízhumfudejoifne	uns arcevesques cõmẽce a paller gentíz hum fud e joifne
fetatuzamernaducen	fet a tuz amer n a duc en
francetantsesacepenerki	france tant se sace pener ki
sigrantcustvoilleatuzmenermieuzeme	si grant cust voille a tuz mener mieuz eme
belesarmesas	beles armes as
vallezadubberquilnefaíttresoráámasserne	vallez adubber qu il ne faít tresor á ámasser ne
heritagenefeunevolt	heritage ne feu ne volt
clamerequivoldratlereí	clamer e qui voldrat le reí
desheriterildeítenlostensemle	desheriter il deít en l ost ensemle
odluialerporter	od lui aler porter
sesarmesesunchevalmenercũbatreseisanznul	ses armes e sun cheval mener cũbatre sei sanz nul
desordeneralapostoillelecõmenceamustrersire	desordener a l apostoille le cõmence a mustrer sire
disnerenusserrunsa	disner e nus serruns a
matineschanterilsecumbatentpur	matines chanter il se cumbatent pur
lesalmessauverenose	les almes sauver e nos e
cestvostreabbesfromerdevunspureus	cest vostre abbes fromer devuns pur eus
noztͤsorenfundretantlor	noz tͤsor enfundre tant lor
endeítchascundenos	en deít chascun de nos
ehonorereainzquelíreísselife	e honorer e ainz que lí reís se life
perunacerínlesdrasdeseí	perun acerín les dras de seí
depaille	de paille
copesdorfin	copes d or fin
icelesdune.k	iceles dune . k
.lifizpepínasgentízhũmeske	. li fiz pepín as gentíz hũmes ke
denierscesdone.	deniers ces done .
gríseles	grís e les
ignausdestrirslesfalcuslesmuezespervírzcels	ignaus destrirs les falcus les muez espervírz cels
asdamisiausas	as damisiaus as
achascunsunvolertreis	a chascun sun voler treis
legrant	le grant
saveírseignursfaít	saveír seignurs faít
