suũrecogtioscenserrorẽ.parat᷒sittalẽreuocaresententiã.⁊	suũ recogtioscens errorẽ . parat᷒ sit talẽ reuocare sententiã .⁊
isꝓqͦlata	is ꝓ qͦ lata
fũit.ne	fũit . ne
absq;satisfactionereuocetillãappellet.appll̃atõiñdeferat	absq ; satisfactione reuocet illã appellet . appll̃atõi ñ deferat
inhacparte:nisitalissiterror.de	in hac parte : nisi talis sit error . de
qͦm̃itoualeatdubitari	qͦ m̃ito ualeat dubitari
.⁊tũcsufficienticautionerecepta.qd̃corãeo	.⁊ tũc sufficienti cautione recepta . qd̃ corã eo
adquẽextit̃itappellatum:ul̃delegato	ad quẽ extit̃it appellatum : ul̃ delegato
abip̃o.iuripareatexcõicatũabsoluat.	ab ip̃o . iuri pareat excõicatũ ab soluat .
sicq;penep̃scripteminime	sicq ; pene p̃scripte minime
subiacebit.cauensomninoneuolũtateꝑũsaĩalt̃iusp̃	subiacebit . cauens omnino ne uolũtate ꝑũsa ĩalt̃ius p̃
iudiciũm̃tiaturerrorẽ.sidistͥctioniscanonice	iudiciũ m̃tiatur errorẽ . si distͥctionis canonice
uulteffug̃e	uult effug̃e
disciplinam.Demodorecusandiiudicem	disciplinam . De modo recusandi iudicem
Dumsp̃alisit	Dum sp̃ali sit
ꝓhibitioneꝓuisum.nequisĩaliquẽexcõicatõis	ꝓhibitione ꝓuisum . ne quis ĩ aliquẽ excõicatõis
sententiãnͥꝮpetentiꝮmonitõnep̃missa	sententiã nͥ Ꝯpetenti Ꝯmonitõne p̃missa
.ꝓmulgarep̃sumat:uolentes	. ꝓmulgare p̃sumat : uolentes
etiãꝓuid̃e.	etiã ꝓuid̃e .
neforteꝮmonit᷒frustratorierecusationisl̃	ne forte Ꝯmonit᷒ frustratorie recusationis l̃
appellatõnisobiectu	appellatõnis obiectu
:monentisdeclinarepossitexamen:statuim᷒	: monentis declinare possit examen : statuim᷒
.qd̃siallegauerit.se	. qd̃ si allegauerit . se
iudicẽhr̃esuspectũ.corãeodẽ	iudicẽ hr̃e suspectũ . corã eodẽ
causãsuspicionisiusteassignet.⁊ip̃ecũadũsario.ul̃	causã suspicionis iuste assignet .⁊ ip̃e cũ adũsario . ul̃
siadũsariũforteñ	si adũsariũ forte ñ
h̃t:cumiudicearbitͦscõmunit̃eligat.aut	h̃t : cum iudice arbitͦs cõmunit̃ eligat . aut
siꝮmuniterꝮuenireñpossunt:eligant	si Ꝯmuniter Ꝯuenire ñ possunt : eligant
absq;malitia.ip̃eunũ.⁊	absq ; malitia . ip̃e unũ .⁊
illealium.qͥdesuspicioniscausacognoscant.	ille alium . qͥ de suspicionis causa cognoscant .
Etsineqͥuerĩtĩunãconcordaresententiã	Et si neqͥuerĩt ĩ unã concordare sententiã
:aduocentt̃cium.utquodduoexip̃isdecreũint	: aduocent t̃cium . ut quod duo ex ip̃is decreũint
:roburobtineatfirmitatis.sciantq;se	: robur obtineat firmitatis . sciantq ; se
adidfidelit̃exeq̃ndũ.exĩiunctonoƀinuintute	ad id fidelit̃ exeq̃ndũ . ex ĩiuncto noƀ inuintute
obedientie.subobtestationediuini	obedientie . sub obtestatione diuini
causauõsuspicionis	causa uõ suspicionis
legitima.	legitima .
coramip̃isinfracõpetentẽ	coram ip̃is infra cõpetentẽ
t̃minũñꝓbata:suaiuridcõneiudex	t̃minũ ñ ꝓbata : sua iuridcõne iudex
utatur.at	utatur . at
ip̃aꝓbatalegitime.derecusatorisassensu	ip̃a ꝓbata legitime . de recusatoris assensu
.ꝑsoneydonee	. ꝑsone ydonee
Ꝯmittatnegotiũrecusat᷒.ul̃adsuꝑiorẽtransmittat.uͭ	Ꝯmittat negotiũ recusat᷒ . ul̃ ad suꝑiorẽ transmittat . uͭ
ĩeoip̃eꝓcedat	ĩ eo ip̃e ꝓcedat
.scd̃mꝙfũitꝓcedendũ.porro	. scd̃m ꝙ fũit ꝓcedendũ . porro
exꝮmunicatoadappellatõnisobstacl̃mcõuolante	exꝮmunicato ad appellatõnis obstacl̃m cõuolante
.siei᷒excessuseiudentiareiul̃ip̃iusꝮfessione	. si ei᷒ excessus eiudentia rei ul̃ ip̃ius Ꝯfessione
.l̃alio	. l̃ alio
modolegitimefũitmanifestus:cumappellationisremediũ	modo legitime fũit manifestus : cum appellationis remediũ
ñsitad	ñ sit ad
defensionemĩiquitatis.s;p̃sidium	defensionem ĩiquitatis . s ; p̃sidium
ĩnocentieĩstitutũ:ñẽꝓuocationih᷒i	ĩnocentie ĩstitutũ : ñ ẽ ꝓuocationi h᷒i
deferendũ.	deferendũ .
Excessuqͦq	Excessu qͦq
;dubioexistente.nefriuoleappellationisdiffugio.appelans	; dubio existente . ne friuole appellationis diffugio . appelans
iuidicisꝓcessũimpediat.	iuidicis ꝓcessũ impediat .
corãeodemꝓbabilẽ	corã eodem ꝓbabilẽ
causãappellationisexponat.talemuidelicet.q̃si	causã appellationis exponat . talem uidelicet . q̃ si
foretꝓbata:possetlegitimareputari⁊sitc̃	foret ꝓbata : posset legitima reputari ⁊ si tc̃
habueritadũsarũinfrat̃minumsecl̃mlocoꝝdistantiã⁊tẽporis	habuerit adũsarũ infra t̃minum secl̃m locoꝝ distantiã ⁊ tẽporis
qͣlitatem⁊nat᷑amnegotii.abeodẽiudicemod̃and̃.	qͣlitatem ⁊ nat᷑am negotii . ab eodẽ iudice mod̃and̃ .
appellatõneint̃positaꝓsequat᷑.qͣm	appellatõne int̃posita ꝓsequat᷑ . qͣm
siꝓsequiñcuraũit:	si ꝓ sequi ñ curaũit :
extc̃.ip̃e	ex tc̃ . ip̃e
iudexñ	iudex ñ
obstãteꝓcedat.nulloaũadũsarioꝮparente.	obstãte ꝓcedat . nullo aũ adũsario Ꝯparente .
cumiudexexsuoofficio	cum iudex ex suo officio
ꝓceditappellationiscausacorãsuꝑiore	ꝓcedit appellationis causa corã suꝑiore
ꝓbata:sr̃ior	ꝓbata : sr̃ior
sueiuridc̃onisoffm̃exeqͣtur.	sue iuridc̃onis offm̃ exeqͣtur .
sz⁊siappellansĩei᷒ꝓbationedefec̃it:	sz ⁊ si appellans ĩ ei᷒ ꝓbatione defec̃it :
adeũaqͦip̃m	ad eũ a qͦ ip̃m
malitioseappellasseꝮstit̃it:reũtat᷑.cet̃m	malitiose appellasse Ꝯstit̃it : reũtat᷑ . cet̃m
.hasduasꝮstitutionesp̃missas	. has duas Ꝯstitutiones p̃missas
.nolum᷒adregularesextendiꝮtͣsuasobseruantias	. nolum᷒ ad regulares extendi Ꝯtͣ suas obseruantias
sp̃ales.Depenaexcõicatõnisiniuste	sp̃ales . De pena excõicatõnis in iuste
int̃minatõnediuiniiudicii	in t̃minatõne diuini iudicii
penitusint̃dicim᷒.necausacupiditatisullusaudeatexcõicatõisuincl̃o	penitus int̃dicim᷒ . ne causa cupiditatis ullus audeat excõicatõis uincl̃o
aliꝗ̃ĩnodare.l̃absolũeĩnodatum:inillismaxime	aliꝗ̃ ĩnodare . l̃ absolũe ĩnodatum : in illis maxime
regionib;ĩquib;exꝮsuetudinecũexcõicat᷒	regionib ; ĩ quib ; ex Ꝯsuetudine cũ excõicat᷒
absoluit᷑pecuniariapenamulctant᷑.	absoluit᷑ pecuniaria pena mulctant᷑ .
statuentesuͭcũexcommunicatõissententiã	statuentes uͭ cũ excommunicatõis sententiã
ĩiustãfuisseꝮstit̃it.excõicatoradrestituendãpecuniãsic	ĩiustã fuisse Ꝯstit̃it . excõicator ad restituendã pecuniã sic
extortã.per.cen.ec	extortã . per . cen . ec
.cõpellat᷑.⁊nͥfũit	. cõpellat᷑ .⁊ nͥ fũit
ꝓbabiliexroredecept᷒.tm̃demĩiuriãpassoꝑsoluat	ꝓbabili exrore decept᷒ . tm̃dem ĩiuriã passo ꝑ soluat
.⁊sifortesoluendoñfũit.	.⁊ si forte soluendo ñ fũit .
aĩadũsionealiicastiget᷑.Derestͥcta	aĩadũsione alii castiget᷑ . De restͥcta
ꝓhibitioneondebetrep̃hensibilematͥmoni	ꝓhibitione on debet rep̃hensibile matͥmoni
iudicari.siscd̃muarietatẽtẽpoꝝstatuta	iudicari . si scd̃m uarietatẽ tẽpoꝝ statuta
quoq;uariant᷑	quoq ; uariant᷑
humana.p̃sertimcũurgẽsnecc̃itas.	humana . p̃sertim cũ urgẽs necc̃itas .
l̃euidẽsutilitasid	l̃ euidẽs utilitas id
exposcat.qñip̃ed̃sexhiisq̃	exposcat . qñ ip̃e d̃s ex hiis q̃
ĩuet̃.	ĩuet̃ .
t̃.statuerat:ñ	t̃ . sta tuerat : ñ
nullamutauitĩnouo.	nulla mutauit ĩ nouo .
cũgͦꝓhibitionesdeꝮiugioĩscd̃o⁊tͥcioaffinitatis	cũ gͦ ꝓhibitiones de Ꝯiugio ĩscd̃o ⁊ tͥcio affinitatis
geñe.minimeꝮtͣhendo:⁊desobolesuscepta.ex	geñe . minime Ꝯtͣhendo :⁊ de sobole suscepta . ex
scd̃isnuptiis.cognationiuiri	scd̃is nuptiis . cognationi uiri
ñcopulanda.pͥorisdifficultatẽfreq̃nt̃	ñ copulanda . pͥoris difficultatẽ freq̃nt̃
ĩducant.⁊aliq̃nꝑiculumꝑiantaĩarum.utcessante	ĩducant .⁊ aliq̃n ꝑiculum ꝑiant aĩarum . ut cessante
ꝓhibitione.cesseteffect᷒:Ꝯstitutõessr̃	ꝓhibitione . cesset effect᷒ : Ꝯstitutões sr̃
ḣeditas	ḣ editas
.sacricõꝓbatõecõciliireuocantes:p̃senticõstitutõnedet̃nim᷒.	. sacri cõꝓbatõe cõcilii reuocantes : p̃senti cõstitutõne det̃nim᷒ .
utsiccontͣhentes	ut sic contͣhentes
.decet̃olib̃e	. decet̃o lib̃e
copl̃ent᷑.ꝓhibitioquoq;copulecõiugal̃	copl̃ent᷑ . ꝓhibitio quoq ; copule cõiugal̃
.qͣrtumꝮsanguinitatis⁊affinitatisgradũñexcedat.	. qͣrtum Ꝯsanguinitatis ⁊ affinitatis gradũ ñ excedat .
q̃mĩult̃iorib;gradib	q̃m ĩ ult̃iorib ; gradib
;iãñpot̃absq;grauidispensiohui᷒ꝓhibitio	; iã ñ pot̃ absq ; graui dispensio hui᷒ ꝓhibitio
obseruari:Quat̃nari᷒	obseruari : Qua t̃nari᷒
enimnum̃usbñꝮgruitꝓhibitioni	enim num̃us bñ Ꝯgruit ꝓhibitioni
Ꝯiugiicorporal̃.	Ꝯiugii corporal̃ .
dequodic̃apl̃c.ꝙuirñ	de quo dic̃ apl̃c . ꝙ uir ñ
h̃tpotestatẽsuicorporis.sedmulier	h̃t potestatẽ sui corporis . sed mulier
.neq;mulierh̃tpotestatẽsui	. neq ; mulier h̃t potestatẽ sui
corporis.s;	corporis . s ;
uir.Quia.iiiiͦ.sũthumoreᷤĩ	uir . Quia . iiiiͦ . sũt humoreᷤ ĩ
corpore.ꝙꝮstatexqͣtuor	corpore . ꝙ Ꝯstat ex qͣtuor
elem̃tis.	elem̃tis .
cũergoiamusq;	cũ ergo iam usq ;
adqͣrtũgradũꝓhibitõꝮiugal̃copulesitrestricta	adqͣrtũ gradũ ꝓhibitõ Ꝯiugal̃ copule sit restricta
:eamuolum᷒itaeẽ	: eam uolum᷒ ita eẽ
ꝑpetuã.ñobstantib;Ꝯsultationib;suꝑhoc	ꝑpetuã . ñ obstantib ; Ꝯsultationib ; suꝑ hoc
dudũeditis.uel	dudũ editis . uel
abaliis.	ab aliis .
ul̃anoƀ:ut	ul̃ a noƀ : ut
siquisꝮtraꝓhibitionem	siquis Ꝯtra ꝓhibitionem
hui᷒modip̃sumpseritcopulari:nll̃alonginqͥtatedefendat᷑annoꝝ	hui᷒modi p̃sumpserit copulari : nll̃a longinqͥtate defendat᷑ annoꝝ
.c̃qͥdemdiuturnitastemporis	. c̃ qͥdem diuturnitas temporis
ñminuatpecc̃m.s;augeat.tantoq	ñ minuat pecc̃m . s ; augeat . tantoq
;gͥuiorasĩtcrimina:qͣntodiuti᷒	; gͥuiora sĩt crimina : qͣnto diuti᷒
.infelicẽaĩamtenuerintalligatamdestͥna	. infelicẽ aĩam tenuerint alligatam destͥna
matrimoniaDepenaꝮtͣhentiumclamumĩhibitio	matrimonia De pena Ꝯtͣhentium clamum ĩhibitio
copuleꝮiugal̃sitintribusultimisgradib;reuocata	copule Ꝯiugal̃ sit in tribus ultimis gradib ; reuocata
:eamuolum᷒ĩaliisdistricteseruari.	: eam uolum᷒ ĩ aliis districte seruari .
uñp̃decessorũnr̃oꝝinherendouestigiis.clamdestinaꝮiugiapenit᷒	uñ p̃decessorũ nr̃oꝝ inherendo uestigiis . clamdestina Ꝯiugia penit᷒
inhibemus.	inhibemus .
ꝓhibẽtesetiã.	ꝓhibẽtes etiã .
nequissacerdostalib̃int̃eẽ	ne quis sacerdos talib̃ int̃ eẽ
p̃sumat.qͣre	p̃sumat . qͣre
sp̃alemquoꝝdãlocoꝝꝮsuetudinẽ	sp̃alem quoꝝdã locoꝝ Ꝯsuetudinẽ
.adaliagñal̃rꝓrogando.statuimus	. ad alia gñal̃r ꝓrogando . statuimus
uͭcũmatrimoniafũintꝮtͣhenda:ĩeccl̃iisꝑp̃sbit̃os	uͭ cũ matrimonia fũint Ꝯtͣhenda : ĩ eccl̃iis ꝑ p̃sbit̃os
publiceꝓponat᷑	publice ꝓponat᷑
.cõpetẽtit̃minop̃finito	. cõpetẽti t̃mino p̃finito
.utinfrcaillũ:	. ut infrca illũ :
quiuoluerit⁊ualuerit:legittimũimpedim̃tumopponat.⁊	qui uoluerit ⁊ ualuerit : legittimũ impedim̃tum opponat .⁊
ip̃ip̃sbit̃inich̃omin᷒ĩuestigent	ip̃i p̃sbit̃i nich̃omin᷒ ĩuestigent
utrũaliqd̃impedim̃tũobsistat.cumgͦ	utrũ aliqd̃ impedim̃tũ obsistat . cum gͦ
ꝓbabilisapparueritcõtecta:statuimus	ꝓbabilis apparuerit cõtecta : statuimus
uttalesꝑ	ut tales ꝑ
prelatoseccͣrumab	prelatos eccͣrum ab
obseruantiauet̃isrituscompeseant᷑.utquosxp̃iane	obseruantia uet̃is ritus compeseant᷑ . ut quos xp̃iane
religionilibereuoluntatisarbitͥumobtulit.salutiferecoactionis	religioni libere uoluntatis arbitͥum obtulit . salutifere coactionis
necc̃itasĩeiusobseruationeꝮseruet	necc̃itas ĩ eius obseruatione Ꝯseruet
.cumminusmalũexistatuiamdominiñagnosc̃e.	. cum minus malũ existat uiam domini ñ agnosc̃e .
qͣmagnitã:retroire	qͣm agnitã : retroire
proliberationesc̃eterre.lib̃andum	pro liberatione sc̃e terre . lib̃andum
sc̃amt̃̄ramdemanib᷒impioꝝ:	sc̃am t̃̄ram de manib᷒ impioꝝ :
ardentidesiderioaspirantes:deprudentũuiroꝝquiplene	ardenti desiderio aspirantes : de prudentũ uiroꝝ qui plene
noueruntcͥcumstantiastempoꝝ⁊locoꝝsacͦ	nouerunt cͥcumstantias tempoꝝ ⁊ locoꝝ sacͦ
approbanteꝮsiliodiffininim᷒.utitacrucesignatisep̃parent	approbante Ꝯsilio diffininim᷒ . ut ita cruce signati se p̃parent
:qd̃inkl̃.uiniiseq̃ntis	: qd̃ in kl̃ . uinii seq̃ntis
p᷒ꝓximum.om̃sqͥdisposuer̃t	p᷒ ꝓximum . om̃s qͥ disposuer̃t
tͣnsireꝑmare:cõueniantĩ	tͣnsire ꝑ mare : cõueniant ĩ
regnũsiciliealiisicutopportuerit.⁊	regnũ sicilie alii sicut opportuerit .⁊
decuerit.apud	decuerit . apud
brundusiũ.⁊aliiapudmessanam	brundusiũ .⁊ alii apud messanam
.⁊partesutrobiq;uicinas.	.⁊ partes utrobiq ; uicinas .
ubi⁊nosdisponentedñodisposuim᷒ꝑsonal̃rtc̃	ubi ⁊ nos disponente dño disposuim᷒ ꝑsonal̃r tc̃
adeẽ.qͣtinusconsilio⁊auxilio:ex̃citusxp̃ianus	ad eẽ . qͣtinus consilio ⁊ auxilio : ex̃citus xp̃ianus
salubrit̃ordinet᷑.cũbenedictione	salubrit̃ ordinet᷑ . cũ benedictione
diuina⁊	diuina ⁊
apl̃icaꝓfecturus	apl̃ica ꝓfecturus
.adeundẽquoq;t̃minũsestudeantp̃parare:qui	. adeundẽ quoq ; t̃minũ se studeant p̃parare : qui
ꝓposuerũtꝓficisciꝑt̃ram.significaturi	ꝓposuerũt ꝓficisci ꝑ t̃ram . significaturi
ḣint̃imnob̃.uteis	ḣ int̃im nob̃ . ut eis
adauxilium⁊Ꝯsiliũopportunũ	ad auxilium ⁊ Ꝯsiliũ opportunũ
.legatumde	. legatum de
nr̃olat̃eidoneumconcedam᷒.sac̃dotesaut̃⁊clericiqui	nr̃o lat̃e idoneum concedam᷒ . sac̃dotes aut̃ ⁊ clerici qui
fuerĩtĩex̃cituxp̃ianotamsubditi	fuerĩt ĩ ex̃citu xp̃iano tam subditi
quamp̃lati.or̃oni⁊exhortationidiligent̃insistantdocentes	quam p̃lati . or̃oni ⁊ exhortationi diligent̃ insistant docentes
eosũbo	eos ũbo
pariter⁊exemplo.uttimorẽ⁊amorẽ	pariter ⁊ exemplo . ut timorẽ ⁊ amorẽ
diuinũsemperhabeantañoculos.neqͥddicãtaut	diuinũ semper habeant añ oculos . ne qͥd dicãt aut
faciant.ꝙ	faciant . ꝙ
diuinãmaiestatẽoffendat.Etsi	diuinã maiestatẽ offendat . Et si
aliquandolapsifuerintĩpecc̃mꝑuerampenitentiãmox	aliquando lapsi fuerint ĩ pecc̃m ꝑ ueram penitentiã mox
resurgantgerenteshumilitatẽcordis	resurgant gerentes humilitatẽ cordis
⁊corꝑis.⁊tamĩ	⁊ corꝑis .⁊ tam ĩ
uictuqͣmĩuestitu:mediocritatemseruantes	uictu qͣm ĩ uestitu : mediocritatem seruantes
:dissensiones⁊	: dissensiones ⁊
emulationesom̃inouitando.liuore&rancoreoĩorelegatis.	emulationes om̃ino uitando . liuore & rancore oĩo relegatis .
uͭsicspũalib᷒⁊mat̃iralib;armismunitiadũsus	uͭ sic spũalib᷒ ⁊ mat̃iralib ; armis muniti adũsus
hostesfideisecuriusp̃lient᷑.nͨdesuap̃sum̃tes.	hostes fidei securius p̃lient᷑ . nͨ de sua p̃sum̃tes .
s;dediuinauirtutesꝑanteᷤ.Ip̃isaũt	s ; de diuina uirtute sꝑanteᷤ . Ip̃is aũt
cl̃icisindulgemus.utbeneficiasuaintegreꝑcipiantꝑtͥennium	cl̃icis indulgemus . ut beneficia sua integre ꝑcipiant ꝑ tͥennium
.acsieẽntineccl̃iaresidentes.⁊	. ac si eẽnt in eccl̃ia residentes .⁊
sinecc̃efũit:eaꝑidemtemp᷒pignori	si necc̃e fũit : ea ꝑ idem temp᷒ pignori
ualeantobligare.neaũt	ualeant obligare . ne aũt
ḣsc̃mꝓpositumimpediriul̃tardari	ḣ sc̃m ꝓpositum impediri ul̃ tardari
Ꝯtingatuniũsiseccͣrump̃latisdistrictep̃cipimus	Ꝯtingat uniũsis eccͣrum p̃latis districte p̃cipimus
.utsinguli	. ut singuli
ꝑlocasuaillosqͥsignũcrucisdeposuert̃:	ꝑ loca sua illos qͥ signũ crucis de posuert̃ :
resumere.	resumere .
actamillosqͣmalioscrucesignatoᷤ⁊	ac tam illos qͣm alios cruce signatoᷤ ⁊
quosadhucsignariconting̃it:adreodendũdominouota	quos ad huc signari conting̃it : ad reodendũ domino uota
sua.diligent̃moneant⁊inducant.⁊sinecc̃e	sua . diligent̃ moneant ⁊ inducant .⁊ si necc̃e
fueritꝑexcõicationisĩꝑsonas.⁊int̃dictisententiasint̃riseoꝝ:	fuerit ꝑ excõicationis ĩꝑsonas .⁊ int̃dicti sententias int̃ris eoꝝ :
omnit̃ͥgiũsatione	omni t̃ͥgiũsatione
cessante:compellant.illisdũtaxatexceptis	cessante : compellant . illis dũ taxat exceptis
.qͥb;tale	. qͥb ; tale
ĩpedim̃tumoccurrerit.ut	ĩpedim̃tum occurrerit . ut
scd̃mꝓuidentiamuotũeoꝝm̃itocõmutaridebeatul̃	scd̃m ꝓuidentiam uotũ eoꝝ m̃ito cõmutari debeat ul̃
differri.	differri .
adhecneqͥd	ad hec ne qͥd
innegotioxp̃iih̃sdeꝮtingentib;omittatur	innegotio xp̃i ih̃s de Ꝯtingentib ; omittatur
.uolum᷒⁊mandam᷒.ut	. uolum᷒ ⁊ mandam᷒ . ut
patriarche.	patri arche .
archiep̃i.ep̃i.abbates.⁊alii	archiep̃i . ep̃i . abbates .⁊ alii
qͥcuramobtinentaĩarumstudioseꝓponantꝮmissis	qͥ curam obtinent aĩarum studiose ꝓponant Ꝯmissis
sibippl̃isũbumcrucis.obsecrantes	sibi ppl̃is ũbum crucis . obsecrantes
.ꝑ.p.⁊fi	. ꝑ . p .⁊ fi
.⁊sp.sc̃m	.⁊ sp . sc̃m
unũsolumuerũet̃numdm̃.reges	unũ solum uerũ et̃num dm̃ . reges
Duces.pͥncipes	Duces . pͥncipes
.marchiones.comiteᷤ.⁊barones.	. marchiones . comiteᷤ .⁊ barones .
aliosq;magnates.nͨnonꝮmuniaciutatũuillarũq	aliosq ; magnates . nͨ non Ꝯmunia ciutatũ uillarũq
;⁊oppidũutqͥ	;⁊ oppidũ ut qͥ
ꝑsonal̃r⁊illucñaccesserintĩ	ꝑsonal̃r ⁊ illuc ñ accesserint ĩ
subsidiũt̃resc̃ecõpetentẽꝮferantnumerũbellatoꝝ	subsidiũ t̃re sc̃e cõpetentẽ Ꝯferant numerũ bellatoꝝ
.cumexpensisusq;adtͥenniũnecc̃iis	. cum expensis usq ; ad tͥenniũ necc̃iis
scd̃mꝓpriasfacl̃tatesĩremissionẽpecc̃oꝝsuoꝝ	scd̃m ꝓprias facl̃tates ĩ remissionẽ pecc̃oꝝ suoꝝ
proutĩgeñalib;litt̃isestexp̃ssum.⁊admaiorem	prout ĩ geñalib ; litt̃is est exp̃ssum .⁊ ad maiorem
cautelametiãinferi᷒expͥmet᷑	cautelam etiã inferi᷒ expͥmet᷑
.cui᷒remissionis	. cui᷒ remissionis
uolumuseẽparticipesñ	uolumus eẽ participes ñ
solũeos	solũ eos
qͥadḣnauespropͥasexhibuerint:s;⁊illos	qͥ ad ḣ naues propͥas exhibuerint : s ;⁊ illos
quip̃phocopusstuduerĩtfabricare.renuentib	qui p̃p hoc opus studuerĩt fabricare . renuentib
;:autsiquiforte	;: aut siqui forte
tamĩgratifuerintdominod̃onr̃o	tam ĩgrati fuerint domino d̃o nr̃o
